dataset,wave,domain,variable,variable_label,has_value_labels
CFPS,2014,employment,jobclass_a_2,其他工作类型：工作2,True
CFPS,2014,employment,egc2012y_a_3,您什么时候开始从事这份工作？,True
CFPS,2014,employment,egc2012m_a_3,您什么时候开始从事这份工作？,True
CFPS,2014,employment,egc2013y_a_3,您什么时候结束这份工作？（年）,True
CFPS,2014,employment,egc2013m_a_3,您什么时候结束这份工作？（月）,True
CFPS,2014,employment,egc202_a_3,您的这份工作是为自己/自家干活还是受雇于他人/他家/组织/单位/公司？,True
CFPS,2014,employment,egc2021_a_3,您的这份工作是农业工作还是非农工作？,True
CFPS,2014,employment,egc203_a_3,工作单位/雇主性质,True
CFPS,2014,employment,egc2031_a_3,您这份工作的雇主是否为个体工商户？,True
CFPS,2014,employment,egc204_a_3,过去12个月，您这份工作一般每周工作多少个小时？,True
CFPS,2014,employment,egc205_a_3,过去12个月，其他工作税后月收入：工作 3,True
CFPS,2014,income,egc205_a_3,过去12个月，其他工作税后月收入：工作 3,True
CFPS,2014,employment,mincomea_a_3,其他工作月收入（工作3）,True
CFPS,2014,income,mincomea_a_3,其他工作月收入（工作3）,True
CFPS,2014,employment,yincomea_a_3,其他工作年收入（工作3）,True
CFPS,2014,income,yincomea_a_3,其他工作年收入（工作3）,True
CFPS,2014,employment,jobclass_base_a_3,其他工作类型(base)工作3,True
CFPS,2014,employment,jobclass_a_3,其他工作类型：工作3,True
CFPS,2014,employment,egc2012y_a_4,您什么时候开始从事这份工作？,True
CFPS,2014,employment,egc2012m_a_4,您什么时候开始从事这份工作？,True
CFPS,2014,employment,egc2013y_a_4,您什么时候结束这份工作？（年）,True
CFPS,2014,employment,egc2013m_a_4,您什么时候结束这份工作？（月）,True
CFPS,2014,employment,egc202_a_4,您的这份工作是为自己/自家干活还是受雇于他人/他家/组织/单位/公司？,True
CFPS,2014,employment,egc2021_a_4,您的这份工作是农业工作还是非农工作？,True
CFPS,2014,employment,egc203_a_4,工作单位/雇主性质,True
CFPS,2014,employment,egc2031_a_4,您这份工作的雇主是否为个体工商户？,True
CFPS,2014,employment,egc204_a_4,过去12个月，您这份工作一般每周工作多少个小时？,True
CFPS,2014,employment,egc205_a_4,过去12个月，其他工作税后月收入：工作 4,True
CFPS,2014,income,egc205_a_4,过去12个月，其他工作税后月收入：工作 4,True
CFPS,2014,employment,mincomea_a_4,其他工作月收入（工作4）,True
CFPS,2014,income,mincomea_a_4,其他工作月收入（工作4）,True
CFPS,2014,employment,yincomea_a_4,其他工作年收入（工作4）,True
CFPS,2014,income,yincomea_a_4,其他工作年收入（工作4）,True
CFPS,2014,employment,jobclass_base_a_4,其他工作类型(base)工作4,True
CFPS,2014,employment,jobclass_a_4,其他工作类型：工作4,True
CFPS,2014,employment,egc2012y_a_5,您什么时候开始从事这份工作？,True
CFPS,2014,employment,egc2012m_a_5,您什么时候开始从事这份工作？,True
CFPS,2014,employment,egc2013y_a_5,您什么时候结束这份工作？（年）,True
CFPS,2014,employment,egc2013m_a_5,您什么时候结束这份工作？（月）,True
CFPS,2014,employment,egc202_a_5,您的这份工作是为自己/自家干活还是受雇于他人/他家/组织/单位/公司？,True
CFPS,2014,employment,egc2021_a_5,您的这份工作是农业工作还是非农工作？,True
CFPS,2014,employment,egc203_a_5,工作单位/雇主性质,True
CFPS,2014,employment,egc2031_a_5,您这份工作的雇主是否为个体工商户？,True
CFPS,2014,employment,egc204_a_5,过去12个月，您这份工作一般每周工作多少个小时？,True
CFPS,2014,employment,egc205_a_5,过去12个月，其他工作税后月收入：工作 5,True
CFPS,2014,income,egc205_a_5,过去12个月，其他工作税后月收入：工作 5,True
CFPS,2014,employment,mincomea_a_5,其他工作月收入（工作5）,True
CFPS,2014,income,mincomea_a_5,其他工作月收入（工作5）,True
CFPS,2014,employment,yincomea_a_5,其他工作年收入（工作5）,True
CFPS,2014,income,yincomea_a_5,其他工作年收入（工作5）,True
CFPS,2014,employment,jobclass_base_a_5,其他工作类型(base)工作5,True
CFPS,2014,employment,jobclass_a_5,其他工作类型：工作5,True
CFPS,2014,employment,mincomea_a_6,其他工作月收入（工作6）,True
CFPS,2014,income,mincomea_a_6,其他工作月收入（工作6）,True
CFPS,2014,employment,yincomea_a_6,其他工作年收入（工作6）,True
CFPS,2014,income,yincomea_a_6,其他工作年收入（工作6）,True
CFPS,2014,employment,jobclass_base_a_6,其他工作类型(base)工作6,True
CFPS,2014,employment,jobclass_a_6,其他工作类型：工作6,True
CFPS,2014,employment,mincomea_a_7,其他工作月收入（工作7）,True
CFPS,2014,income,mincomea_a_7,其他工作月收入（工作7）,True
CFPS,2014,employment,yincomea_a_7,其他工作年收入（工作7）,True
CFPS,2014,income,yincomea_a_7,其他工作年收入（工作7）,True
CFPS,2014,employment,jobclass_base_a_7,其他工作类型(base)工作7,True
CFPS,2014,employment,jobclass_a_7,其他工作类型：工作7,True
CFPS,2014,employment,mincomea_a_8,其他工作月收入（工作8）,True
CFPS,2014,income,mincomea_a_8,其他工作月收入（工作8）,True
CFPS,2014,employment,yincomea_a_8,其他工作年收入（工作8）,True
CFPS,2014,income,yincomea_a_8,其他工作年收入（工作8）,True
CFPS,2014,employment,jobclass_base_a_8,其他工作类型(base)工作8,True
CFPS,2014,employment,jobclass_a_8,其他工作类型：工作8,True
CFPS,2014,employment,mincomea_a_9,其他工作月收入（工作9）,True
CFPS,2014,income,mincomea_a_9,其他工作月收入（工作9）,True
CFPS,2014,employment,yincomea_a_9,其他工作年收入（工作9）,True
CFPS,2014,income,yincomea_a_9,其他工作年收入（工作9）,True
CFPS,2014,employment,jobclass_base_a_9,其他工作类型(base)工作9,True
CFPS,2014,employment,jobclass_a_9,其他工作类型：工作9,True
CFPS,2014,employment,mincomea_a_10,其他工作月收入（工作10）,True
CFPS,2014,income,mincomea_a_10,其他工作月收入（工作10）,True
CFPS,2014,employment,yincomea_a_10,其他工作年收入（工作10）,True
CFPS,2014,income,yincomea_a_10,其他工作年收入（工作10）,True
CFPS,2014,employment,jobclass_base_a_10,其他工作类型(base)工作10,True
CFPS,2014,employment,jobclass_a_10,其他工作类型：工作10,True
CFPS,2014,employment,mincomea_b_1,2012年主要工作月收入,True
CFPS,2014,income,mincomea_b_1,2012年主要工作月收入,True
CFPS,2014,employment,yincomea_b_1,2012年主要工作年收入,True
CFPS,2014,income,yincomea_b_1,2012年主要工作年收入,True
CFPS,2014,employment,incomea,所有其他工作总收入,True
CFPS,2014,income,incomea,所有其他工作总收入,True
CFPS,2014,employment,egc101,2012工作确认,True
CFPS,2014,employment,egc104y,工作结束时间（年）,True
CFPS,2014,employment,egc104m,工作结束时间（月）,True
CFPS,2014,employment,egc103,主要工作确认,True
CFPS,2014,employment,egc105,从上次调查/2012年1月1日至今，您是否有过工作,True
CFPS,2014,employment,egc1052y,工作开始时间（年）,True
CFPS,2014,employment,egc1052m,工作开始时间（月）,True
CFPS,2014,employment,egc1053y,这份工作最早一次的间断时间（年）,True
CFPS,2014,employment,egc1053m,这份工作最早一次的间断时间（月）,True
CFPS,2014,employment,egc201,其他工作的数量,True
CFPS,2014,employment,egc202_b_1,您的这份工作是为自己/自家干活还是受雇于他人/他家/组织/单位/公司？,True
CFPS,2014,employment,egc2021_b_1,您的这份工作是农业工作还是非农工作？,True
CFPS,2014,employment,egc203_b_1,工作单位/雇主性质,True
CFPS,2014,employment,egc2031_b_1,您这份工作的雇主是否为个体工商户？,True
CFPS,2014,employment,egc204_b_1,过去12个月，您这份工作一般每周工作多少个小时？,True
CFPS,2014,employment,egc205_b_1,过去12个月，2012主要工作的税后月收入,True
CFPS,2014,income,egc205_b_1,过去12个月，2012主要工作的税后月收入,True
CFPS,2014,employment,jobclass_base_2012,2012年工作类型(base),True
CFPS,2014,employment,jobclass_2012,2012年工作类型,True
CFPS,2014,employment,ku702,使用互联网工作的频率(次),True
CFPS,2014,employment,ku302,上网时工作的重要程度,True
CFPS,2014,education,qm3013,孩子的受教育程度（分）,True
CFPS,2014,fertility,qm501,理想孩子数（个）,True
CFPS,2014,leadership,qn10025,对干部的信任度,True
CFPS,2014,marriage,qm801,婚姻满意度,True
CFPS,2014,housework,qm803,对方家务贡献满意度,True
CFPS,2014,marriage,qm804,结婚幸福感,True
CFPS,2014,marriage,qm1102,女人婚姻,True
CFPS,2014,housework,qm1104,男人家务,True
CFPS,2014,income,qn8011,您的收入在本地,True
CFPS,2014,leadership,qn1014,受到政府干部不公,True
CFPS,2014,leadership,qn1015,与政府干部发生冲突,True
CFPS,2014,employment,qn6014,中国就业问题严重程度,True
CFPS,2014,education,qn6015,中国教育问题严重程度,True
CFPS,2014,housework,qq701a,近一年您生病时谁照顾,True
CFPS,2014,birth_age,qq2011,开始吸烟年龄（岁）,True
CFPS,2014,birth_age,qq205,戒烟年龄（岁）,True
CFPS,2014,employment,qq4011,工作日睡眠时长（小时）,True
CFPS,2014,housework,qq9010,干家务时长（小时）,True
CFPS,2014,employment,qq9011,工作日干家务时长（小时）,True
CFPS,2014,housework,qq9011,工作日干家务时长（小时）,True
CFPS,2014,housework,qq9012,休息日干家务时长（小时）,True
CFPS,2014,science_math,mathtest14_sc2,14年数学测试题得分：14年问卷算法,True
CFPS,2014,science_math,mathtest14,14年数学测试题得分：与10年可比算法,True
CFPS,2014,science_math,whichmathlist,受访者回答的题组：数学,True
CFPS,2014,education,kra2,目前就读学校所在地,True
CFPS,2014,education,kr402ma,是否示范/重点学校,True
CFPS,2014,education,kr402m,是哪种类型的学校,True
CFPS,2014,education,kr402mb,如何入读这所学校,True
CFPS,2014,region,kr402md,为入学是否变更居住地,True
CFPS,2014,region,kr402me,如何变更居住地,True
CFPS,2014,science_math,kr501,大专专业是什么学科,True
CFPS,2014,science_math,kra601,本科专业是什么学科,True
CFPS,2014,education,kra605,上学期本专业排名(%),True
CFPS,2014,science_math,kr701,硕士专业是什么学科,True
CFPS,2014,science_math,kr801m,博士修读哪个学科,True
CFPS,2014,education,kr405,学校是否能够寄宿,True
CFPS,2014,education,kr406,从住处到学校有多远(公里),True
CFPS,2014,education,kr406a,从住处到学校出行方式,True
CFPS,2014,education,kr406b,住处到学校需几分钟(分钟),True
CFPS,2014,leadership,ks1,是否担任学生干部,True
CFPS,2014,leadership,ks102b,担任的最高职务级别,True
CFPS,2014,leadership,ks202,是否担任社团干部,True
CFPS,2014,science_math,ks4,天赋占成绩好原因的比例(%),True
CFPS,2014,leadership,ks504,适合做学生干部,True
CFPS,2014,education,ks603m,会检查学校功课,True
CFPS,2014,education,ks606m,完成学校功课后才玩,True
CFPS,2014,education,ks701,对学校满意程度,True
CFPS,2014,science_math,ks704,对数学老师满意程度,True
CFPS,2014,employment,ks8,希望的职业类型,True
CFPS,2014,employment,ks801code,希望的具体职业编码,True
CFPS,2014,education,ks906,过去12个月教育软件费(元),True
CFPS,2014,education,ks9total,过去12个月教育总支出（元）:系统自动加总,True
CFPS,2014,education,ks9ckp,确认过去12个月教育总支出,True
CFPS,2014,education,ks11,政府、学校及其他组织机构支付 (元),True
CFPS,2014,education,kw2y,离开学校（年）,True
CFPS,2014,education,kw2m,离开学校（月）,True
CFPS,2014,science_math,kw602,大专专业是什么学科,True
CFPS,2014,science_math,kw702,本科专业是什么学科,True
CFPS,2014,science_math,kw705,是否获得本科学位,True
CFPS,2014,science_math,kw802,硕士专业是什么学科,True
CFPS,2014,employment,incomeb,2014年主要工作总收入,True
CFPS,2014,income,incomeb,2014年主要工作总收入,True
CFPS,2014,employment,income,所有工作总收入,True
CFPS,2014,income,income,所有工作总收入,True
CFPS,2014,employment,qg301,工作地点,True
CFPS,2014,region,qg301ccode,其他省份编码,True
CFPS,2014,employment,qg4,工作满意度,True
CFPS,2014,employment,qg5,签订劳动合同,True
CFPS,2014,employment,qg801_a_3,每月福利金额(元)-单位配车/班车,True
CFPS,2014,employment,qg9_s_1,工作保障,True
CFPS,2014,employment,qg9_s_2,工作保障,True
CFPS,2014,employment,qg9_s_3,工作保障,True
CFPS,2014,employment,qg9_s_4,工作保障,True
CFPS,2014,employment,qg9_s_5,工作保障,True
CFPS,2014,income,qg11,每月税后工资(元),True
CFPS,2014,employment,kg1301,获得工作主要渠道,True
CFPS,2014,education,kg1302,胜任工作的教育程度,True
CFPS,2014,employment,kg1302,胜任工作的教育程度,True
CFPS,2014,leadership,qg14,行政管理职务,True
CFPS,2014,leadership,qg1401code,行政管理职务编码,True
CFPS,2014,employment,qg15,工作晋级,True
CFPS,2014,employment,qg16,工作单位规模(人),True
CFPS,2014,leadership,qg1701,管理人员规模(人),True
CFPS,2014,employment,qg20,工作场所,True
CFPS,2014,employment,qg21_s_1,工作环境特征,True
CFPS,2014,employment,qg21_s_2,工作环境特征,True
CFPS,2014,employment,qg21_s_3,工作环境特征,True
CFPS,2014,employment,qg21_s_4,工作环境特征,True
CFPS,2014,employment,qg21_s_5,工作环境特征,True
CFPS,2014,employment,qg21_s_6,工作环境特征,True
CFPS,2014,employment,qg21_s_7,工作环境特征,True
CFPS,2014,employment,qg1202,工作总收入校验,True
CFPS,2014,income,qg1202,工作总收入校验,True
CFPS,2014,science_math,qz209,对调查的兴趣,True
CFPS,2014,employment,jobstartn,EHC回忆时段内开始新工作份数,True
CFPS,2014,region,ear5a_a_1,居住地址（省）,True
CFPS,2014,region,ear5a_a_2,居住地址（省）,True
CFPS,2014,region,ear5a_a_3,居住地址（省）,True
CFPS,2014,region,ear5a_a_4,居住地址（省）,True
CFPS,2014,region,ear5a_a_5,居住地址（省）,True
CFPS,2014,region,ear5a_a_6,居住地址（省）,True
CFPS,2014,region,ear7a_a_1,居住地址（省）,True
CFPS,2014,region,ear7a_a_2,居住地址（省）,True
CFPS,2014,education,dsa1total_m,过去12个月亲友及其他机构支付教育费用,True
CFPS,2014,education,pw1r,最高学历,True
CFPS,2014,employment,pg01,现在是否有工作,True
CFPS,2014,employment,pg02,过去12个月是否有工作,True
CFPS,2014,employment,pgc103a,主要工作确认,True
CFPS,2014,employment,pg501,工作月数（月）,True
CFPS,2014,science_math,pz209,代答者对调查的兴趣,True
CFPS,2014,id_person,interviewerid_sf,访员编号：自答,False
CFPS,2014,id_person,interviewerid_pr,访员编号：代答,False
CFPS,2020,id_person,pid,个人ID,True
CFPS,2020,id_family,fid20,2020年家庭样本编码,True
CFPS,2020,id_family,fid18,2018家庭样本编码,True
CFPS,2020,id_family,fid16,2016年家庭编码,True
CFPS,2020,id_family,fid14,2014年家庭样本编码,True
CFPS,2020,id_family,fid12,2012年家庭样本编码,True
CFPS,2020,id_family,fid10,2010年家庭样本编码,True
CFPS,2020,id_person,fid_base,基线家庭样本编码,True
CFPS,2020,id_family,fid_base,基线家庭样本编码,True
CFPS,2020,id_parent_child,fid_base,基线家庭样本编码,True
CFPS,2020,birth_age,age,年龄,True
CFPS,2020,id_person,pid_a_f,父亲在调查中的样本编码,True
CFPS,2020,id_person,pid_a_m,母亲在调查中的样本编码,True
CFPS,2020,employment,psu,基线家庭初级抽样单位,True
CFPS,2020,weight,rswt_natcs20n,CFPS2020个人横截面权数（标准化）-无回答权数,True
CFPS,2020,weight,rswt_natpn1020n,CFPS2020个人面板权数（标准化）-无回答权数,True
CFPS,2020,weight,rswtps_natcs20n,CFPS2020个人横截面权数（标准化）-事后分层权数,True
CFPS,2020,weight,rswtps_natpn1020n,CFPS2020个人面板权数（标准化）-事后分层权数,True
CFPS,2020,region,provcd20,2020年省国标码,True
CFPS,2020,region,countyid20,区县顺序码,True
CFPS,2020,region,urban20,基于国家统计局资料的城乡分类,True
CFPS,2020,id_person,respc1pid,代答人样本编码（代答）,True
